study;version;doi;field_start;field_end;id;lastname;firstname;gender;state;party;district_name;district_number;incumbent;list_place;isListed;isDC;screen_name1;screen_name2;user_id1;user_id2;change_v2
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11511;"Götting";"Florian";"m";"NW";"SPD";"";;0;77;1;0;"flomotionms";"";"822068122396094466";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11767;"Gottschalk";"Kay";"m";"NW";"AfD";"Viersen";111;1;2;1;1;"kaygottschalk1";"";"1286011081";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4568;"Gräbner";"Hannes Hartmut";"m";"BY";"SPD";"Bad Tölz-Wolfratshausen  Miesbach";223;0;25;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11606;"Graf Lambsdorff";"Alexander";"m";"NW";"FDP";"Bonn";96;1;3;1;1;"lambsdorff";"";"149299258";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10259;"Grages";"Dennis";"m";"NI";"SPD";"";;0;59;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10260;"Grambow";"Thomas";"m";"NI";"SPD";"";;0;38;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3183;"Gramling";"Fabian Benedikt Meinrad";"m";"BW";"CDU";"Neckar-Zaber";266;0;;0;1;"fabiangramling";"";"738358276560150532";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4569;"Grämmer";"Thomas Robert";"m";"BY";"SPD";"Nürnberg-Süd";245;0;31;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11735;"Granrath";"Gabriele Johanna";"w";"NW";"DIE LINKE";"";;0;21;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3348;"Grässer";"Sebastian Andrè";"m";"BW";"GRÜNE";"Karlsruhe-Land";272;0;41;1;1;"gruene_seb";"";"1159076748555931654";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8118;"Graßhoff";"Johan";"m";"HH";"DIE LINKE";"Hamburg-Wandsbek";22;0;4;1;1;"johan_gra";"";"740837918881763328";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3186;"Gräßle";"Ingeborg Gabriele";"w";"BW";"CDU";"Backnang  Schwäbisch Gmünd";269;0;5;1;1;"inge_graessle";"";"429065822";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4761;"Graßy";"Nicolas-Pano";"m";"BY";"DIE LINKE";"Freising";214;0;18;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12852;"Grau";"Armin Jürgen";"m";"RP";"GRÜNE";"Ludwigshafen/Frankenthal";207;0;4;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3430;"Gregg";"Nicolas";"m";"BW";"AfD";"Zollernalb  Sigmaringen";295;0;;0;1;"nicogregg";"";"1326943027466792960";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6937;"Gremmels";"Timon";"m";"HE";"SPD";"Kassel";168;1;25;1;1;"timon_gremmels";"";"494809842";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11589;"Greve";"Marlies Anna";"w";"NW";"FDP";"Recklinghausen I";121;0;46;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15064;"Grewenig";"Rosa Maria";"w";"SL";"DIE LINKE";"St. Wendel";298;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12929;"Griesbach";"Marvin";"m";"RP";"FDP";"Kreuznach";201;0;;0;1;"";"";"";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4484;"Griesbeck";"Cornelia Maria";"w";"BY";"CSU";"";;0;28;1;0;"co0gri";"";"3096249730";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11510;"Griese";"Kerstin";"w";"NW";"SPD";"Mettmann II";105;1;4;1;1;"kerstingriese";"";"39709752";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11590;"Griewel";"Fabian";"m";"NW";"FDP";"Soest";146;0;21;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8108;"Grimm";"Daniel Alexander";"m";"HH";"GRÜNE";"Hamburg-Wandsbek";22;0;;0;1;"derbonvivant";"";"468294493";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4485;"Grimm";"Ulrike Eleonore";"w";"BY";"CSU";"";;0;32;1;0;"uli_grimm55";"";"1206519173674938368";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12786;"Groden-Kranich";"Ursula Maria Luise";"w";"RP";"CDU";"Mainz";205;1;4;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11424;"Gröhe";"Gottfried Hermann";"m";"NW";"CDU";"Neuss I";108;1;14;1;1;"groehe";"";"94363834";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2089;"Gröhler";"Klaus-Dieter";"m";"BE";"CDU";"Berlin-Charlottenburg-Wilmersdorf";80;1;5;1;1;"kdgroehler";"";"1274971348943732736";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4698;"Groll";"Erna-Kathrein";"w";"BY";"GRÜNE";"";;0;51;1;0;"ernagroll";"";"413970736";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";5835;"Gröninger";"Theresa";"w";"HB";"CDU";"";;0;4;1;0;"thegroeninger";"";"694659208579563521";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4486;"Grosch";"Kathrin";"w";"BY";"CSU";"";;0;80;1;0;"die_kathrin";"";"62070305";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3184;"Groschupp";"Anette Waltraud";"w";"BW";"CDU";"";;0;39;1;0;"anettegroschupp";"";"1561362152";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15021;"Groß";"Markus";"m";"SL";"CDU";"";;0;8;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4835;"Groß";"Rainer";"m";"BY";"AfD";"Starnberg  Landsberg am Lech";224;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3185;"Große";"Elvira Corinna";"w";"BW";"CDU";"";;0;56;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10198;"Grosse-Brömer";"Michael";"m";"NI";"CDU";"Harburg";36;1;2;1;1;"mgrossebroemer";"";"574424501";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10199;"Große-Neugebauer";"Juliane Gertrud";"w";"NI";"CDU";"";;0;48;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4487;"Grote";"Julia Christiane";"w";"BY";"CSU";"";;0;42;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4570;"Grötsch";"Ulrich Peter";"m";"BY";"SPD";"Weiden";235;1;1;1;1;"uligroetsch";"";"867351565757239296";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2115;"Grouwet";"Carl Jean Marie";"m";"BE";"FDP";"Berlin-Treptow-Köpenick";84;0;;0;1;"carlgrouwet";"";"871379114304950276";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3187;"Grübel";"Markus";"m";"BW";"CDU";"Esslingen";261;1;;0;1;"gruebelmdb";"";"796691290016583680";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1019;"Gruber";"Jana Marie";"w";"BB";"SPD";"";;0;16;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16134;"Grummich";"Horst";"m";"SN";"GRÜNE";"";;0;10;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18254;"Grund";"Manfred";"m";"TH";"CDU";"Eichsfeld  Nordhausen  Kyffhäuserkreis";189;1;4;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4626;"Gründer";"Nils Jan";"m";"BY";"FDP";"Amberg";232;0;15;1;1;"nilsgruender";"";"2741534691";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4699;"Grundl";"Erhard";"m";"BY";"GRÜNE";"Straubing";231;1;8;1;1;"erhard_grundl";"";"951773879822880768";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10200;"Grundmann";"Oliver Klaus";"m";"NI";"CDU";"Stade I  Rotenburg II";30;1;18;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16114;"Grüner";"Hans Rudolf";"m";"SN";"FDP";"Görlitz";157;0;15;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3303;"Grünke";"Julian Simon";"m";"BW";"FDP";"Tübingen";290;0;18;1;1;"juliangruenke";"";"2814722659";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6882;"Grüntker";"Kathrin Sibylle";"w";"HE";"CDU";"";;0;41;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2090;"Grütters";"Monika";"w";"BE";"CDU";"Berlin-Reinickendorf";77;1;1;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13904;"Grützmacher";"Lena";"w";"SH";"CDU";"";;0;24;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11657;"Grützmacher";"Sabine";"w";"NW";"GRÜNE";"Oberbergischer Kreis";99;0;25;1;1;"s_gruetzmacher";"";"1221559096463306752";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";14000;"Gschwind-Wiese";"Gabriele Maria Margareta";"w";"SH";"DIE LINKE";"Plön  Neumünster";6;0;;0;1;"gabigschwind";"";"3560085977";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11592;"Gülden";"Suat Niyazi";"m";"NW";"FDP";"Unna I";144;0;38;1;1;"suatgldn";"";"709810911259787264";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11425;"Güler";"Serap";"w";"NW";"CDU";"Leverkusen  Köln IV";101;0;8;1;1;"serapgueler";"";"2645960542";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10342;"Gumnior";"Lena Maria";"w";"NI";"GRÜNE";"Osterholz  Verden";34;0;17;1;1;"lgumnior";"";"1123920998942822402";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8067;"Gundelach";"Herlind Magdalena";"w";"HH";"CDU";"";;0;8;1;0;"hgundelach";"";"550951920";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";9134;"Günther";"Georg";"m";"MV";"CDU";"Vorpommern-Rügen  Vorpommern-Greifswald I";15;0;4;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17246;"Günther";"Heinz-Peter";"m";"ST";"AfD";"";;0;5;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1076;"Günther";"Lars";"m";"BB";"AfD";"Märkisch-Oderland  Barnim II";59;0;;0;1;"journeberlin";"";"4797199275";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10410;"Günther";"Thomas Karl";"m";"NI";"AfD";"Salzgitter  Wolfenbüttel";49;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";5858;"Günther";"Paul-Nikos";"m";"HB";"GRÜNE";"";;0;4;1;0;"paul_nikos";"";"1280180061098905600";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10201;"Güntzler";"Fritz";"m";"NI";"CDU";"Göttingen";53;1;10;1;1;"fguentzler";"";"779601750789656576";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4763;"Gürpinar";"Ates Nils";"m";"BY";"DIE LINKE";"Rosenheim";222;0;4;1;1;"atesguerpinar";"";"833040538370719746";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3188;"Gutting";"Olav Steffen";"m";"BW";"CDU";"Bruchsal  Schwetzingen";278;1;;0;1;"olavgutting";"";"58429842";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11736;"Güyildar";"Ezgi Bilge";"w";"NW";"DIE LINKE";"Essen III";120;0;11;1;1;"ezgi_guyildar";"";"1020396996";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8109;"Gwosdz";"Michael";"m";"HH";"GRÜNE";"";;0;10;1;0;"platz13";"";"23358017";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2146;"Gysi";"Gregor";"m";"BE";"DIE LINKE";"Berlin-Treptow-Köpenick";84;1;;0;1;"gregorgysi";"";"888289790";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15071;"Haas";"Vanessa";"w";"SL";"AfD";"";;0;3;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11658;"Haas";"Marie Anne Sophie";"w";"NW";"GRÜNE";"";;0;71;1;0;"annahaas";"";"19389551";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3189;"Haase";"Christiane";"w";"BW";"CDU";"";;0;35;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11426;"Haase";"Christian";"m";"NW";"CDU";"Höxter  Gütersloh III  Lippe II";136;1;;0;1;"christianhaase6";"";"1601699642";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13970;"Habeck";"Robert";"m";"SH";"GRÜNE";"Flensburg  Schleswig";1;0;2;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3196;"Häberle";"Axel Reinhard";"m";"BW";"CDU";"";;0;58;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15053;"Haböck";"Vera Maria";"w";"SL";"FDP";"";;0;8;1;0;"habockvera";"";"1241710635878092800";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4627;"Hackemann";"Philip Franz Hermann";"m";"BY";"FDP";"";;0;28;1;0;"philhackemann";"";"2318711453";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4628;"Hacker";"Thomas";"m";"BY";"FDP";"Bayreuth";237;1;13;1;1;"hacker_fdp";"";"89209507";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3355;"Häcker";"Susanne";"w";"BW";"GRÜNE";"";;0;56;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3350;"Haermeyer";"Patrick";"m";"BW";"GRÜNE";"";;0;35;1;0;"p_haermeyer";"";"87679180";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2130;"Haffner";"Johanna Esther Leonie";"w";"BE";"GRÜNE";"";;0;19;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12853;"Hafner";"Dorothea";"w";"RP";"GRÜNE";"Bitburg";202;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13940;"Hagedorn";"Bettina";"w";"SH";"SPD";"Ostholstein  Stormarn-Nord";9;1;4;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4571;"Hagl-Kehl";"Rita Andrea";"w";"BY";"SPD";"Deggendorf";227;1;6;1;1;"ritahaglkehl";"";"836553428042141697";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16154;"Hahn";"André";"m";"SN";"DIE LINKE";"Sächsische Schweiz-Osterzgebirge";158;1;4;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4488;"Hahn";"Florian Peter";"m";"BY";"CSU";"München-Land";221;1;7;1;1;"hahnflo";"";"403735368";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3267;"Hahn";"Leon Maria Michael";"m";"BW";"SPD";"Bodensee";293;0;24;1;1;"leonhahn";"";"129795099";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7032;"Hahn";"Pearl";"w";"HE";"DIE LINKE";"";;0;9;1;0;"pearlhahn069";"";"1141427897246371840";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4489;"Hajek";"Anna Victoria";"w";"BY";"CSU";"";;0;40;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10202;"Hajek";"Rainer";"m";"NI";"CDU";"";;0;34;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8086;"Hakverdi";"Metin";"m";"HH";"SPD";"Hamburg-Bergedorf  Harburg";23;1;6;1;1;"metinhakverdi";"";"1043288618";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3304;"Hamm";"David-Sebastian";"m";"BW";"FDP";"Backnang  Schwäbisch Gmünd";269;0;32;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10411;"Hampel";"Armin-Paulus";"m";"NI";"AfD";"Lüchow-Dannenberg  Lüneburg";37;1;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11835;"Hane-Knoll";"Beate";"w";"NW";"DIE LINKE";"Leverkusen  Köln IV";101;0;;0;1;"";"";"";"";0
